//////////////////////////////////////////////////////////////////////
crop+affine+minmax / image / 2D / cpu
//////////////////////////////////////////////////////////////////////

         5292 function calls (5287 primitive calls) in 0.061 seconds

   Ordered by: cumulative time
   List reduced from 119 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.275    0.055    0.852    0.170 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
       10    0.107    0.011    0.570    0.057 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       35    0.498    0.014    0.498    0.014 {method 'type' of 'torch._C.TensorBase' objects}
       40    0.461    0.012    0.461    0.012 {built-in method torch.stack}
       10    0.283    0.028    0.283    0.028 {built-in method torch.hstack}
       30    0.162    0.005    0.162    0.005 {built-in method torch._C._linalg.linalg_multi_dot}
       10    0.113    0.011    0.113    0.011 {method 'max' of 'torch._C.TensorBase' objects}
        5    0.000    0.000    0.021    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:420(freeze)
        5    0.000    0.000    0.021    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:421(<listcomp>)
        5    0.002    0.000    0.019    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:288(transform_points)
       10    0.019    0.002    0.019    0.002 {built-in method torch.ones}
        5    0.002    0.000    0.014    0.003 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)
      595    0.002    0.000    0.013    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
       10    0.000    0.000    0.011    0.001 D:\Brett\code\AugMed\augmed\transforms\transform.py:217(freeze)
       10    0.003    0.000    0.011    0.001 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
        5    0.001    0.000    0.010    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:15(__init__)
      350    0.010    0.000    0.010    0.000 {built-in method torch.tensor}
       35    0.002    0.000    0.010    0.000 D:\Brett\code\AugMed\augmed\utils\geometry.py:75(fov)
        5    0.000    0.000    0.009    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:91(__create_transforms)
        5    0.000    0.000    0.008    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:111(get_affine_backward_transform)
       20    0.001    0.000    0.008    0.000 D:\Brett\code\AugMed\augmed\utils\geometry.py:100(fov_centre)
        5    0.000    0.000    0.007    0.001 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:164(get_affine_transform)
        5    0.002    0.000    0.006    0.001 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:226(freeze)
       50    0.002    0.000    0.006    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:135(create_translation)
       80    0.003    0.000    0.006    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
        5    0.000    0.000    0.005    0.001 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:123(__get_transform_groups_grid_params)
       10    0.002    0.000    0.005    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:77(create_rotation)
       50    0.002    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:11(affine_origin)
      120    0.001    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:8(to_numpy)



--- Top by total time ---
         8037 function calls (8032 primitive calls) in 61.808 seconds

   Ordered by: internal time
   List reduced from 125 to 20 due to restriction <20>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10   47.697    4.770   47.697    4.770 {built-in method torch.grid_sampler}
       10    3.254    0.325   54.313    5.431 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
       30    3.170    0.106    3.170    0.106 {method 'min' of 'torch._C.TensorBase' objects}
       10    2.844    0.284    3.267    0.327 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)
        5    2.021    0.404    2.483    0.497 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
       35    0.498    0.014    0.498    0.014 {method 'type' of 'torch._C.TensorBase' objects}
       40    0.461    0.012    0.461    0.012 {built-in method torch.stack}
        5    0.427    0.085   61.350   12.270 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
    20/15    0.298    0.015   61.678    4.112 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
       10    0.283    0.028    0.283    0.028 {built-in method torch.hstack}
        5    0.275    0.055    0.852    0.170 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
       30    0.162    0.005    0.162    0.005 {built-in method torch._C._linalg.linalg_multi_dot}
        1    0.120    0.120   61.808   61.808 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
       10    0.113    0.011    0.113    0.011 {method 'max' of 'torch._C.TensorBase' objects}
       10    0.107    0.011    0.570    0.057 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       10    0.019    0.002    0.019    0.002 {built-in method torch.ones}
      350    0.010    0.000    0.010    0.000 {built-in method torch.tensor}
       80    0.003    0.000    0.006    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
       10    0.003    0.000    0.011    0.001 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
      595    0.002    0.000    0.013    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)




//////////////////////////////////////////////////////////////////////
crop+affine+elastic+minmax / image / 3D / cpu
//////////////////////////////////////////////////////////////////////

         6687 function calls (6682 primitive calls) in 105.284 seconds

   Ordered by: cumulative time
   List reduced from 141 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000  105.284  105.284 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
        5    0.000    0.000  105.283   21.057 D:\Brett\code\AugMed\augmed\transforms\transform.py:248(transform)
    20/15    0.000    0.000  105.269    7.018 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
        5    0.000    0.000  105.259   21.052 D:\Brett\code\AugMed\augmed\transforms\transform.py:95(transform)
        5    0.241    0.048  105.258   21.052 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
        5   27.380    5.476   75.709   15.142 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
        5   39.435    7.887   46.679    9.336 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
        5    1.383    0.277   26.959    5.392 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
        5    0.000    0.000   25.481    5.096 D:\Brett\.env\medical-imaging\lib\site-packages\torch\nn\functional.py:4754(grid_sample)
        5   25.481    5.096   25.481    5.096 {built-in method torch.grid_sampler}
       15    0.001    0.000    4.876    0.325 D:\Brett\.env\medical-imaging\lib\site-packages\torch\functional.py:210(einsum)
       15    4.875    0.325    4.875    0.325 {built-in method torch.einsum}
        5    1.542    0.308    1.999    0.400 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
        5    1.034    0.207    1.636    0.327 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       40    1.587    0.040    1.587    0.040 {built-in method torch.stack}
        5    0.004    0.001    0.721    0.144 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
       20    0.530    0.027    0.530    0.027 {method 'min' of 'torch._C.TensorBase' objects}
       10    0.387    0.039    0.387    0.039 {method 'max' of 'torch._C.TensorBase' objects}
        5    0.379    0.076    0.379    0.076 {built-in method torch.hstack}
        5    0.226    0.045    0.343    0.069 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)
       15    0.186    0.012    0.186    0.012 {method 'type' of 'torch._C.TensorBase' objects}
       10    0.000    0.000    0.183    0.018 D:\Brett\.env\medical-imaging\lib\site-packages\torch\_tensor.py:33(wrapped)
        5    0.000    0.000    0.182    0.036 D:\Brett\.env\medical-imaging\lib\site-packages\torch\_tensor.py:1026(__rsub__)
        5    0.182    0.036    0.182    0.036 {built-in method torch.rsub}
       20    0.180    0.009    0.180    0.009 {built-in method torch._C._linalg.linalg_multi_dot}
        5    0.145    0.029    0.145    0.029 {method 'floor' of 'torch._C.TensorBase' objects}
        5    0.044    0.009    0.044    0.009 {built-in method torch.ones}
        5    0.000    0.000    0.024    0.005 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:420(freeze)
        5    0.000    0.000    0.024    0.005 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:421(<listcomp>)
        5    0.005    0.001    0.015    0.003 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)
        5    0.001    0.000    0.014    0.003 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:111(get_affine_backward_transform)
      410    0.002    0.000    0.011    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
       15    0.000    0.000    0.011    0.001 D:\Brett\code\AugMed\augmed\transforms\transform.py:217(freeze)
        5    0.000    0.000    0.009    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:15(__init__)
      275    0.009    0.000    0.009    0.000 {built-in method torch.tensor}
       10    0.001    0.000    0.008    0.001 D:\Brett\code\AugMed\augmed\utils\geometry.py:100(fov_centre)
        5    0.000    0.000    0.008    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:91(__create_transforms)
       15    0.001    0.000    0.007    0.000 D:\Brett\code\AugMed\augmed\utils\geometry.py:75(fov)
       30    0.002    0.000    0.005    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:135(create_translation)
        5    0.002    0.000    0.005    0.001 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:226(freeze)



--- Top by total time ---
         6687 function calls (6682 primitive calls) in 105.284 seconds

   Ordered by: internal time
   List reduced from 141 to 20 due to restriction <20>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5   39.435    7.887   46.679    9.336 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
        5   27.380    5.476   75.709   15.142 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
        5   25.481    5.096   25.481    5.096 {built-in method torch.grid_sampler}
       15    4.875    0.325    4.875    0.325 {built-in method torch.einsum}
       40    1.587    0.040    1.587    0.040 {built-in method torch.stack}
        5    1.542    0.308    1.999    0.400 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
        5    1.383    0.277   26.959    5.392 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
        5    1.034    0.207    1.636    0.327 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       20    0.530    0.027    0.530    0.027 {method 'min' of 'torch._C.TensorBase' objects}
       10    0.387    0.039    0.387    0.039 {method 'max' of 'torch._C.TensorBase' objects}
        5    0.379    0.076    0.379    0.076 {built-in method torch.hstack}
        5    0.241    0.048  105.258   21.052 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
        5    0.226    0.045    0.343    0.069 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)
       15    0.186    0.012    0.186    0.012 {method 'type' of 'torch._C.TensorBase' objects}
        5    0.182    0.036    0.182    0.036 {built-in method torch.rsub}
       20    0.180    0.009    0.180    0.009 {built-in method torch._C._linalg.linalg_multi_dot}
        5    0.145    0.029    0.145    0.029 {method 'floor' of 'torch._C.TensorBase' objects}
        5    0.044    0.009    0.044    0.009 {built-in method torch.ones}
      275    0.009    0.000    0.009    0.000 {built-in method torch.tensor}
        5    0.005    0.001    0.015    0.003 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)




//////////////////////////////////////////////////////////////////////
crop+affine+elastic+minmax / image-labels / 3D / cpu
//////////////////////////////////////////////////////////////////////

         7192 function calls (7187 primitive calls) in 128.983 seconds

   Ordered by: cumulative time
   List reduced from 141 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000  128.983  128.983 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
        5    0.000    0.000  128.983   25.797 D:\Brett\code\AugMed\augmed\transforms\transform.py:248(transform)
    20/15    0.087    0.004  128.972    8.598 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
        5    0.000    0.000  128.962   25.792 D:\Brett\code\AugMed\augmed\transforms\transform.py:95(transform)
        5    0.334    0.067  128.875   25.775 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
       10    2.994    0.299   65.460    6.546 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
       10    0.000    0.000   59.001    5.900 D:\Brett\.env\medical-imaging\lib\site-packages\torch\nn\functional.py:4754(grid_sample)
       10   59.001    5.900   59.001    5.900 {built-in method torch.grid_sampler}
        5   18.088    3.618   58.622   11.724 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
        5   33.151    6.630   39.395    7.879 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
       15    0.001    0.000    4.487    0.299 D:\Brett\.env\medical-imaging\lib\site-packages\torch\functional.py:210(einsum)
       15    4.487    0.299    4.487    0.299 {built-in method torch.einsum}
       35    3.511    0.100    3.511    0.100 {method 'min' of 'torch._C.TensorBase' objects}
       10    2.051    0.205    2.398    0.240 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)
        5    1.716    0.343    2.055    0.411 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
       40    1.307    0.033    1.307    0.033 {built-in method torch.stack}
        5    0.789    0.158    1.133    0.227 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       25    0.564    0.023    0.564    0.023 {method 'type' of 'torch._C.TensorBase' objects}
        5    0.004    0.001    0.546    0.109 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
       15    0.348    0.023    0.348    0.023 {method 'max' of 'torch._C.TensorBase' objects}
        5    0.214    0.043    0.214    0.043 {built-in method torch.hstack}
       20    0.111    0.006    0.111    0.006 {built-in method torch._C._linalg.linalg_multi_dot}
        5    0.079    0.016    0.079    0.016 {method 'floor' of 'torch._C.TensorBase' objects}
       10    0.000    0.000    0.079    0.008 D:\Brett\.env\medical-imaging\lib\site-packages\torch\_tensor.py:33(wrapped)
        5    0.000    0.000    0.078    0.016 D:\Brett\.env\medical-imaging\lib\site-packages\torch\_tensor.py:1026(__rsub__)
        5    0.078    0.016    0.078    0.016 {built-in method torch.rsub}
        5    0.000    0.000    0.020    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:420(freeze)
        5    0.000    0.000    0.020    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:421(<listcomp>)
        5    0.020    0.004    0.020    0.004 {built-in method torch.ones}
        5    0.002    0.000    0.012    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)
       15    0.000    0.000    0.011    0.001 D:\Brett\code\AugMed\augmed\transforms\transform.py:217(freeze)
      460    0.002    0.000    0.010    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
        5    0.000    0.000    0.009    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:15(__init__)
        5    0.000    0.000    0.007    0.001 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:91(__create_transforms)
      290    0.007    0.000    0.007    0.000 {built-in method torch.tensor}
        5    0.000    0.000    0.006    0.001 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:111(get_affine_backward_transform)
        5    0.000    0.000    0.005    0.001 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:123(__get_transform_groups_grid_params)
        5    0.002    0.000    0.004    0.001 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:226(freeze)
        5    0.001    0.000    0.004    0.001 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
       10    0.001    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:77(create_rotation)



--- Top by total time ---
         7192 function calls (7187 primitive calls) in 128.983 seconds

   Ordered by: internal time
   List reduced from 141 to 20 due to restriction <20>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10   59.001    5.900   59.001    5.900 {built-in method torch.grid_sampler}
        5   33.151    6.630   39.395    7.879 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
        5   18.088    3.618   58.622   11.724 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
       15    4.487    0.299    4.487    0.299 {built-in method torch.einsum}
       35    3.511    0.100    3.511    0.100 {method 'min' of 'torch._C.TensorBase' objects}
       10    2.994    0.299   65.460    6.546 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
       10    2.051    0.205    2.398    0.240 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)
        5    1.716    0.343    2.055    0.411 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
       40    1.307    0.033    1.307    0.033 {built-in method torch.stack}
        5    0.789    0.158    1.133    0.227 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       25    0.564    0.023    0.564    0.023 {method 'type' of 'torch._C.TensorBase' objects}
       15    0.348    0.023    0.348    0.023 {method 'max' of 'torch._C.TensorBase' objects}
        5    0.334    0.067  128.875   25.775 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
        5    0.214    0.043    0.214    0.043 {built-in method torch.hstack}
       20    0.111    0.006    0.111    0.006 {built-in method torch._C._linalg.linalg_multi_dot}
    20/15    0.087    0.004  128.972    8.598 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
        5    0.079    0.016    0.079    0.016 {method 'floor' of 'torch._C.TensorBase' objects}
        5    0.078    0.016    0.078    0.016 {built-in method torch.rsub}
        5    0.020    0.004    0.020    0.004 {built-in method torch.ones}
      290    0.007    0.000    0.007    0.000 {built-in method torch.tensor}




//////////////////////////////////////////////////////////////////////
crop+affine+elastic+minmax / image-labels-points / 3D / cpu
//////////////////////////////////////////////////////////////////////

         14074 function calls (14030 primitive calls) in 111.959 seconds

   Ordered by: cumulative time
   List reduced from 171 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.397    0.397  111.959  111.959 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
        5    0.000    0.000  111.562   22.312 D:\Brett\code\AugMed\augmed\transforms\transform.py:248(transform)
    20/15    0.000    0.000  111.552    7.437 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
        5    0.000    0.000  111.544   22.309 D:\Brett\code\AugMed\augmed\transforms\transform.py:95(transform)
        5    0.257    0.051  111.312   22.262 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
        5   18.613    3.723   60.133   12.027 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
       10    2.581    0.258   46.430    4.643 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
       10    0.000    0.000   40.707    4.071 D:\Brett\.env\medical-imaging\lib\site-packages\torch\nn\functional.py:4754(grid_sample)
       10   40.706    4.071   40.706    4.071 {built-in method torch.grid_sampler}
       23   33.626    1.462   40.469    1.760 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
       69    0.001    0.000    4.812    0.070 D:\Brett\.env\medical-imaging\lib\site-packages\torch\functional.py:210(einsum)
       69    4.811    0.070    4.811    0.070 {built-in method torch.einsum}
       53    3.278    0.062    3.278    0.062 {method 'min' of 'torch._C.TensorBase' objects}
       10    2.190    0.219    2.507    0.251 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)
        5    1.652    0.330    1.978    0.396 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
      145    1.368    0.009    1.368    0.009 {built-in method torch.stack}
       10    0.817    0.082    1.214    0.121 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       23    0.010    0.000    0.695    0.030 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
       58    0.539    0.009    0.539    0.009 {method 'type' of 'torch._C.TensorBase' objects}
       33    0.414    0.013    0.414    0.013 {method 'max' of 'torch._C.TensorBase' objects}
       10    0.245    0.025    0.245    0.025 {built-in method torch.hstack}
        5    0.002    0.000    0.231    0.046 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:288(transform_points)
        5    0.003    0.001    0.217    0.043 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:334(transform_points)
       30    0.118    0.004    0.118    0.004 {built-in method torch._C._linalg.linalg_multi_dot}
       23    0.094    0.004    0.094    0.004 {method 'floor' of 'torch._C.TensorBase' objects}
       28    0.000    0.000    0.081    0.003 D:\Brett\.env\medical-imaging\lib\site-packages\torch\_tensor.py:33(wrapped)
       23    0.000    0.000    0.081    0.004 D:\Brett\.env\medical-imaging\lib\site-packages\torch\_tensor.py:1026(__rsub__)
       23    0.081    0.004    0.081    0.004 {built-in method torch.rsub}
       39    0.001    0.000    0.039    0.001 D:\Brett\.env\medical-imaging\lib\site-packages\torch\autograd\__init__.py:358(grad)
       39    0.000    0.000    0.036    0.001 D:\Brett\.env\medical-imaging\lib\site-packages\torch\autograd\graph.py:816(_engine_run_backward)
       39    0.036    0.001    0.036    0.001 {method 'run_backward' of 'torch._C._EngineBase' objects}
       49    0.034    0.001    0.034    0.001 {built-in method torch.ones}
        5    0.000    0.000    0.018    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:420(freeze)
        5    0.000    0.000    0.018    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:421(<listcomp>)
      765    0.003    0.000    0.013    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
       23    0.009    0.000    0.012    0.001 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:241(__control_grid_draws)
        5    0.001    0.000    0.011    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)
       15    0.000    0.000    0.010    0.001 D:\Brett\code\AugMed\augmed\transforms\transform.py:217(freeze)
      444    0.009    0.000    0.009    0.000 {built-in method torch.tensor}
       10    0.002    0.000    0.009    0.001 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)



--- Top by total time ---
         14074 function calls (14030 primitive calls) in 111.959 seconds

   Ordered by: internal time
   List reduced from 171 to 20 due to restriction <20>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10   40.706    4.071   40.706    4.071 {built-in method torch.grid_sampler}
       23   33.626    1.462   40.469    1.760 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
        5   18.613    3.723   60.133   12.027 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
       69    4.811    0.070    4.811    0.070 {built-in method torch.einsum}
       53    3.278    0.062    3.278    0.062 {method 'min' of 'torch._C.TensorBase' objects}
       10    2.581    0.258   46.430    4.643 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
       10    2.190    0.219    2.507    0.251 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)
        5    1.652    0.330    1.978    0.396 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
      145    1.368    0.009    1.368    0.009 {built-in method torch.stack}
       10    0.817    0.082    1.214    0.121 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       58    0.539    0.009    0.539    0.009 {method 'type' of 'torch._C.TensorBase' objects}
       33    0.414    0.013    0.414    0.013 {method 'max' of 'torch._C.TensorBase' objects}
        1    0.397    0.397  111.959  111.959 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
        5    0.257    0.051  111.312   22.262 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
       10    0.245    0.025    0.245    0.025 {built-in method torch.hstack}
       30    0.118    0.004    0.118    0.004 {built-in method torch._C._linalg.linalg_multi_dot}
       23    0.094    0.004    0.094    0.004 {method 'floor' of 'torch._C.TensorBase' objects}
       23    0.081    0.004    0.081    0.004 {built-in method torch.rsub}
       39    0.036    0.001    0.036    0.001 {method 'run_backward' of 'torch._C._EngineBase' objects}
       49    0.034    0.001    0.034    0.001 {built-in method torch.ones}




//////////////////////////////////////////////////////////////////////
crop+affine+minmax / image / 2D / cuda
//////////////////////////////////////////////////////////////////////

         5507 function calls (5502 primitive calls) in 0.228 seconds

   Ordered by: cumulative time
   List reduced from 149 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.228    0.228 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
        5    0.000    0.000    0.227    0.045 D:\Brett\code\AugMed\augmed\transforms\transform.py:248(transform)
    20/15    0.000    0.000    0.221    0.015 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
        5    0.000    0.000    0.214    0.043 D:\Brett\code\AugMed\augmed\transforms\transform.py:95(transform)
        5    0.001    0.000    0.213    0.043 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
        5    0.001    0.000    0.168    0.034 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
       20    0.160    0.008    0.160    0.008 {built-in method torch.stack}
        5    0.000    0.000    0.020    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
        5    0.001    0.000    0.018    0.004 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:111(get_affine_backward_transform)
      330    0.001    0.000    0.016    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
      215    0.015    0.000    0.015    0.000 {built-in method torch.tensor}
        5    0.000    0.000    0.013    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:123(__get_transform_groups_grid_params)
        5    0.000    0.000    0.013    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:420(freeze)
        5    0.003    0.001    0.013    0.003 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
        5    0.000    0.000    0.013    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:421(<listcomp>)
        5    0.002    0.000    0.009    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)
       10    0.001    0.000    0.008    0.001 D:\Brett\code\AugMed\augmed\utils\geometry.py:100(fov_centre)
       15    0.001    0.000    0.008    0.001 D:\Brett\code\AugMed\augmed\utils\geometry.py:75(fov)
       30    0.002    0.000    0.008    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:135(create_translation)
       40    0.002    0.000    0.008    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
        5    0.003    0.001    0.007    0.001 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
       10    0.000    0.000    0.007    0.001 D:\Brett\code\AugMed\augmed\transforms\transform.py:217(freeze)
      190    0.006    0.000    0.006    0.000 {method 'to' of 'torch._C.TensorBase' objects}
        5    0.000    0.000    0.006    0.001 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:15(__init__)
       25    0.001    0.000    0.005    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:11(affine_origin)
